total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity
71.0,0.38,6.7,0.032,0.19
72.0,0.39,6.6,0.038,0.36
126.0,0.49,7.2,0.052,0.17
71.0,0.38,6.7,0.032,0.19
148.0,0.34,6.0,0.052,0.11
123.0,0.42,6.0,0.042,0.21
120.0,0.38,6.7,0.152,0.325
241.0,0.6,6.6,0.056,0.4
150.0,0.44,6.5,0.044,0.2
56.0,0.48,7.6,0.04,0.27
172.0,0.53,7.2,0.047,0.26
161.0,0.5,6.3,0.048,0.25
196.0,0.48,6.5,0.053,0.22
138.0,0.35,6.4,0.034,0.14
138.0,0.35,6.4,0.034,0.14
170.0,0.37,7.1,0.044,0.26
140.0,0.4,6.6,0.05,0.22
186.0,0.44,6.6,0.064,0.45
73.0,0.58,6.6,0.031,0.17
112.0,0.37,7.2,0.048,0.44
117.0,0.38,6.2,0.041,0.15
161.0,0.5,6.3,0.048,0.25
196.0,0.48,6.5,0.053,0.22
154.0,0.5,7.3,0.05,0.26
82.0,0.58,6.9,0.033,0.15
89.0,0.36,5.8,0.034,0.22
92.0,0.38,6.5,0.036,0.37
98.0,0.39,5.5,0.036,0.375
92.0,0.45,5.9,0.047,0.2
90.0,0.47,5.9,0.046,0.22
97.0,0.42,8.0,0.049,0.22
87.0,0.56,6.5,0.028,0.22
82.0,0.58,6.9,0.033,0.15
86.0,0.42,5.8,0.035,0.2
144.0,0.42,6.6,0.033,0.31
210.0,0.64,7.7,0.169,0.43
136.0,0.52,6.7,0.053,0.24
86.0,0.56,7.3,0.052,0.23
154.0,0.43,7.9,0.041,0.2
101.0,0.59,5.3,0.028,0.16
101.0,0.4,6.4,0.047,0.21
143.0,0.43,6.9,0.027,0.33
129.0,0.6,5.6,0.034,0.18
96.0,0.6,6.6,0.027,0.29
143.0,0.43,6.9,0.027,0.33
113.0,0.68,6.6,0.034,0.21
144.0,0.52,7.3,0.037,0.21
101.0,0.4,6.4,0.047,0.21
90.0,0.52,5.1,0.028,0.11
76.0,0.41,6.5,0.036,0.15
101.0,0.59,5.3,0.028,0.16
115.0,0.5,5.6,0.032,0.19
129.0,0.6,5.6,0.034,0.18
121.0,0.53,6.7,0.021,0.48
128.0,0.28,6.2,0.018,0.23
108.0,0.34,6.0,0.028,0.17
121.0,0.53,6.7,0.021,0.48
84.0,0.53,6.7,0.037,0.15
161.0,0.89,4.2,0.029,0.17
95.0,0.94,5.8,0.045,0.21
121.0,0.99,5.4,0.03,0.23
84.0,0.53,6.7,0.037,0.15
135.0,0.38,6.4,0.04,0.22
162.0,0.4,6.5,0.045,0.15
138.0,0.42,5.9,0.027,0.32
88.0,0.39,5.7,0.029,0.37
64.0,0.49,7.9,0.039,0.25
94.0,0.43,7.2,0.033,0.21
125.0,0.39,7.0,0.039,0.24
81.0,0.53,6.8,0.047,0.475
114.0,0.64,7.0,0.032,0.28
87.0,0.45,6.9,0.033,0.4
101.0,0.41,6.6,0.042,0.41
84.0,0.55,6.4,0.032,0.2
25.0,0.37,8.5,0.04,0.22
132.0,0.39,8.4,0.032,0.36
138.0,0.34,5.2,0.035,0.285
148.0,0.35,6.9,0.041,0.2
234.0,0.5,6.7,0.054,0.42
153.0,0.86,6.2,0.038,0.16
180.0,0.57,6.4,0.054,0.44
218.0,0.54,7.0,0.055,0.31
234.0,0.5,6.7,0.054,0.42
78.0,0.38,8.6,0.032,0.18
150.0,0.46,6.2,0.05,0.21
97.0,0.58,6.1,0.031,0.16
92.0,0.59,6.5,0.028,0.22
81.0,0.52,5.7,0.035,0.21
114.0,0.58,6.4,0.034,0.25
157.0,0.46,7.6,0.073,0.31
183.0,0.45,6.6,0.047,0.26
81.0,0.52,5.7,0.035,0.21
73.0,0.52,6.2,0.031,0.2
73.0,0.52,6.2,0.031,0.18
170.0,0.48,6.1,0.031,0.37
155.0,0.5,6.2,0.036,0.36
92.0,0.59,6.5,0.028,0.22
199.0,0.38,7.7,0.046,0.18
81.0,0.54,6.9,0.041,0.14
81.0,0.54,6.9,0.041,0.14
128.0,0.39,6.0,0.053,0.44
118.0,0.45,7.1,0.033,0.36
65.0,0.52,5.7,0.019,0.28
118.0,0.41,6.4,0.038,0.16
92.0,0.46,7.4,0.032,0.28
202.0,0.57,6.7,0.054,0.39
137.0,0.32,6.5,0.014,0.44
131.0,0.49,6.9,0.029,0.22
118.0,0.5,6.6,0.046,0.22
196.0,0.5,7.7,0.038,0.25
59.0,0.84,5.2,0.028,0.155
140.0,0.31,7.0,0.036,0.31
140.0,0.31,7.0,0.036,0.31
118.0,0.5,6.6,0.046,0.22
147.0,0.95,5.6,0.041,0.21
59.0,0.84,5.2,0.028,0.155
192.0,0.5,6.4,0.038,0.25
131.0,0.49,6.9,0.029,0.22
66.0,0.4,5.3,0.028,0.21
89.0,0.3,7.1,0.023,0.27
68.0,0.41,5.2,0.03,0.17
196.0,0.5,7.7,0.038,0.25
98.0,0.38,7.0,0.039,0.12
98.0,0.38,7.0,0.039,0.12
128.0,0.4,7.1,0.036,0.29
111.0,0.61,7.2,0.022,0.3
173.0,0.47,6.8,0.037,0.26
98.0,0.38,7.0,0.039,0.12
128.0,0.4,7.1,0.036,0.29
150.0,0.59,4.9,0.016,0.33
107.0,0.37,5.1,0.026,0.29
107.0,0.37,5.1,0.026,0.29
182.0,0.45,6.8,0.049,0.26
139.0,0.36,6.0,0.078,0.28
108.0,0.55,6.0,0.042,0.28
101.0,0.53,7.2,0.044,0.2
109.0,0.54,6.1,0.041,0.27
108.0,0.55,6.0,0.042,0.28
79.0,0.6,6.4,0.036,0.29
123.0,0.44,7.4,0.042,0.35
86.0,0.55,8.1,0.034,0.12
94.0,0.56,6.4,0.031,0.12
101.0,0.53,7.2,0.044,0.2
90.0,0.54,7.3,0.016,0.4
114.0,0.59,7.7,0.04,0.11
114.0,0.54,6.9,0.03,0.23
94.0,0.48,6.9,0.112,0.38
113.0,0.48,7.5,0.021,0.38
128.0,0.6,5.8,0.044,0.19
119.0,0.49,5.5,0.021,0.34
118.0,0.54,6.6,0.051,0.23
118.0,0.54,6.6,0.051,0.23
148.0,0.32,8.4,0.021,0.31
76.0,0.44,6.7,0.025,0.2
148.0,0.32,8.4,0.021,0.31
112.0,0.43,7.3,0.05,0.26
128.0,0.46,6.3,0.039,0.22
118.0,0.54,6.6,0.051,0.23
110.0,0.52,7.5,0.056,0.19
162.0,0.47,8.0,0.045,0.14
124.0,0.35,6.8,0.026,0.32
131.0,0.51,6.6,0.044,0.23
131.0,0.51,6.6,0.044,0.23
123.0,0.3,6.7,0.034,0.36
113.0,0.31,6.1,0.016,0.38
97.0,0.39,8.5,0.033,0.23
213.0,0.57,7.0,0.05,0.2
180.0,0.34,6.0,0.029,0.26
28.0,0.32,6.9,0.037,0.3
115.0,0.45,6.7,0.039,0.18
115.0,0.45,6.7,0.039,0.18
113.0,0.45,6.8,0.039,0.18
103.0,0.52,7.2,0.034,0.19
184.0,0.41,6.2,0.036,0.16
178.0,0.31,5.0,0.032,0.27
152.0,0.46,6.3,0.034,0.37
130.0,0.44,6.6,0.038,0.2
113.0,0.45,6.8,0.039,0.18
113.0,0.45,6.8,0.039,0.18
119.0,0.37,6.6,0.037,0.28
111.0,0.5,6.5,0.034,0.35
158.0,0.58,6.9,0.035,0.25
112.0,0.64,6.0,0.025,0.32
113.0,0.45,6.8,0.039,0.18
115.0,0.45,6.7,0.039,0.18
130.0,0.44,6.6,0.038,0.2
152.0,0.46,6.3,0.034,0.37
103.0,0.52,7.2,0.034,0.19
111.0,0.51,6.3,0.034,0.18
156.0,0.36,6.9,0.037,0.3
184.0,0.41,6.2,0.036,0.16
178.0,0.31,5.0,0.032,0.27
173.0,0.3,5.0,0.03,0.3
221.0,0.64,6.5,0.054,0.2
218.0,0.53,6.7,0.061,0.25
105.0,0.47,6.6,0.029,0.22
93.0,0.45,6.8,0.026,0.25
105.0,0.55,7.0,0.042,0.13
67.0,0.38,7.0,0.04,0.45
104.0,0.44,7.2,0.02,0.32
105.0,0.55,7.0,0.042,0.13
135.0,0.34,5.9,0.035,0.34
121.0,0.39,6.8,0.037,0.22
104.0,0.44,7.2,0.02,0.32
46.0,0.34,8.4,0.029,0.32
88.0,0.48,6.8,0.046,0.27
133.0,0.38,8.0,0.05,0.74
67.0,0.38,7.0,0.04,0.45
105.0,0.55,7.0,0.042,0.13
152.0,0.63,5.4,0.045,0.22
118.0,0.34,8.4,0.024,0.22
150.0,0.45,7.4,0.035,0.32
138.0,0.55,7.5,0.05,0.18
142.0,0.48,7.1,0.024,0.47
142.0,0.48,7.1,0.024,0.47
124.0,0.41,5.8,0.042,0.19
92.0,0.49,6.7,0.036,0.14
185.0,0.5,6.8,0.045,0.24
156.0,0.55,6.9,0.042,0.25
85.0,0.5,6.0,0.026,0.24
189.0,0.58,6.8,0.054,0.29
170.0,0.57,6.3,0.037,0.33
104.0,0.52,6.5,0.027,0.23
196.0,0.4,6.3,0.044,0.27
130.0,0.35,6.3,0.045,0.2
173.0,0.57,6.2,0.037,0.33
170.0,0.57,6.3,0.037,0.33
114.0,0.43,7.2,0.154,0.21
144.0,0.53,6.0,0.044,0.27
99.0,0.57,5.7,0.034,0.12
112.0,0.34,6.9,0.027,0.24
167.0,0.44,7.7,0.041,0.18
132.0,0.56,7.1,0.023,0.17
199.0,0.57,7.5,0.126,0.33
272.0,0.53,6.2,0.039,0.255
199.0,0.57,7.5,0.126,0.33
175.0,0.43,5.6,0.043,0.2
102.0,0.47,7.6,0.042,0.17
73.0,0.43,5.8,0.036,0.15
116.0,0.4,6.3,0.024,0.25
55.0,0.4,6.9,0.016,0.28
114.0,0.84,7.2,0.026,0.27
208.0,0.46,6.2,0.045,0.25
58.0,0.5,8.5,0.026,0.19
176.0,0.7,6.2,0.046,0.25
176.0,0.7,6.2,0.046,0.25
110.0,0.59,6.8,0.03,0.28
176.0,0.7,6.2,0.046,0.25
183.0,0.48,7.4,0.038,0.21
120.0,0.42,7.0,0.045,0.15
183.0,0.48,7.4,0.038,0.21
142.0,0.43,7.3,0.033,0.28
111.0,0.49,6.1,0.033,0.18
76.0,0.5,7.0,0.029,0.53
110.0,0.59,6.8,0.03,0.28
82.0,0.43,6.5,0.028,0.36
163.0,0.59,7.5,0.041,0.25
122.0,0.43,6.7,0.039,0.24
141.0,0.6,6.6,0.042,0.25
87.0,0.46,6.4,0.042,0.15
115.0,0.43,6.3,0.039,0.28
208.0,0.46,6.2,0.045,0.25
91.0,0.33,7.1,0.028,0.28
125.0,0.81,6.6,0.032,0.35
58.0,0.5,8.5,0.026,0.19
176.0,0.7,6.2,0.046,0.25
102.0,0.42,6.0,0.029,0.35
94.0,0.52,5.8,0.024,0.31
78.0,0.72,6.6,0.03,0.17
88.0,0.42,8.5,0.036,0.23
94.0,0.52,5.8,0.024,0.31
201.0,0.44,6.1,0.041,0.2
76.0,0.39,6.3,0.024,0.37
89.0,0.33,6.2,0.031,0.36
78.0,0.72,6.6,0.03,0.17
183.0,0.51,6.3,0.04,0.28
152.0,0.53,7.6,0.043,0.27
118.0,0.48,7.0,0.045,0.25
18.0,0.54,9.7,0.032,0.24
18.0,0.54,9.7,0.032,0.24
102.0,0.6,6.8,0.034,0.13
133.0,0.48,6.6,0.045,0.78
129.0,0.39,5.1,0.022,0.33
111.0,0.48,6.7,0.033,0.34
124.0,0.54,6.7,0.028,0.14
84.0,0.34,7.0,0.038,0.26
113.0,0.38,6.5,0.04,0.29
118.0,0.48,7.0,0.045,0.25
130.0,0.48,7.6,0.047,0.21
159.0,0.5,7.7,0.045,0.26
152.0,0.53,7.6,0.043,0.27
169.0,0.57,7.7,0.047,0.25
151.0,0.53,7.6,0.047,0.35
203.0,0.57,6.9,0.054,0.3
111.0,0.62,6.7,0.033,0.24
98.0,0.43,6.5,0.036,0.23
129.0,0.7,7.6,0.043,0.23
126.0,0.47,6.5,0.052,0.24
117.0,0.43,6.3,0.04,0.17
117.0,0.43,6.3,0.04,0.17
89.0,0.5,6.7,0.034,0.21
98.0,0.43,6.5,0.036,0.23
147.0,0.64,5.9,0.031,0.28
21.0,0.31,5.9,0.027,0.19
206.0,0.47,6.2,0.049,0.25
129.0,0.7,7.6,0.043,0.23
103.0,0.37,5.6,0.03,0.18
86.0,0.44,5.5,0.037,0.18
126.0,0.47,6.5,0.052,0.24
150.0,0.46,7.4,0.052,0.23
128.0,0.46,7.2,0.059,0.17
98.0,0.65,7.6,0.043,0.3
100.0,0.62,5.0,0.039,0.24
122.0,0.43,6.1,0.039,0.21
148.0,0.43,6.5,0.047,0.33
198.0,0.49,6.3,0.061,0.35
117.0,0.43,6.3,0.04,0.17
121.0,0.4,6.6,0.034,0.25
114.0,0.44,6.5,0.043,0.16
221.0,0.51,6.6,0.057,0.39
103.0,0.39,5.6,0.04,0.19
135.0,0.4,6.2,0.051,0.25
115.0,0.51,6.9,0.042,0.22
126.0,0.42,6.2,0.045,0.19
221.0,0.51,6.6,0.057,0.39
34.0,0.36,5.9,0.038,0.33
140.0,0.4,7.8,0.045,0.17
103.0,0.39,5.5,0.04,0.19
130.0,0.43,6.2,0.039,0.23
130.0,0.43,6.2,0.039,0.23
130.0,0.43,6.2,0.039,0.23
154.0,0.47,7.2,0.038,0.32
130.0,0.43,6.2,0.039,0.23
154.0,0.47,7.2,0.038,0.32
88.0,0.45,5.8,0.027,0.39
130.0,0.43,6.2,0.039,0.23
294.0,0.43,7.6,0.035,0.25
88.0,0.42,5.8,0.029,0.29
109.0,0.46,7.2,0.03,0.4
133.0,0.44,6.8,0.02,0.39
124.0,0.47,6.1,0.033,0.17
133.0,0.44,6.8,0.02,0.39
114.0,0.49,7.1,0.019,0.36
130.0,0.39,6.9,0.042,0.19
80.0,0.54,6.5,0.023,0.34
124.0,0.47,6.1,0.033,0.17
133.0,0.44,6.8,0.02,0.39
114.0,0.49,7.1,0.019,0.36
198.0,0.66,7.8,0.024,0.3
123.0,0.45,6.1,0.037,0.68
133.0,0.41,5.2,0.031,0.34
118.0,0.43,5.6,0.034,0.28
82.0,0.36,6.2,0.019,0.19
113.0,0.58,5.7,0.043,0.16
147.0,0.41,7.6,0.036,0.17
87.0,0.35,7.3,0.048,0.2
116.0,0.31,6.7,0.042,0.33
124.0,0.32,6.7,0.036,0.33
125.0,0.32,6.9,0.038,0.36
140.0,0.31,7.8,0.039,0.21
87.0,0.35,7.3,0.048,0.2
154.0,0.4,5.6,0.05,0.41
98.0,0.44,7.6,0.051,0.15
106.0,0.35,8.5,0.046,0.2
90.0,0.36,6.5,0.027,0.24
107.0,0.37,8.3,0.025,0.16
131.0,0.45,5.5,0.038,0.12
90.0,0.36,6.5,0.027,0.24
76.0,0.56,6.2,0.04,0.1
115.0,0.43,6.5,0.041,0.21
70.0,0.56,8.7,0.046,0.3
125.0,0.37,6.7,0.027,0.18
123.0,0.5,7.0,0.055,0.17
148.0,0.36,6.6,0.035,0.19
114.0,0.6,5.8,0.026,0.28
146.0,0.37,7.6,0.037,0.24
107.0,0.37,8.3,0.025,0.16
131.0,0.45,5.5,0.038,0.12
89.0,0.48,5.7,0.036,0.16
123.0,0.52,7.0,0.037,0.21
127.0,0.3,6.4,0.044,0.22
126.0,0.37,7.9,0.027,0.34
127.0,0.3,6.4,0.044,0.22
121.0,0.53,6.8,0.032,0.21
145.0,0.31,5.2,0.031,0.31
126.0,0.37,7.9,0.027,0.34
97.0,0.38,5.6,0.022,0.42
127.0,0.3,6.4,0.044,0.22
177.0,0.43,6.8,0.035,0.28
156.0,0.4,6.8,0.033,0.45
98.0,0.8,6.6,0.031,0.29
126.0,0.87,6.8,0.045,0.21
164.0,0.58,6.8,0.045,0.25
142.0,0.38,6.4,0.04,0.21
106.0,0.52,5.8,0.053,0.33
154.0,0.33,8.2,0.043,0.3
131.0,0.35,6.4,0.041,0.24
158.0,0.38,7.5,0.041,0.18
74.0,0.48,5.2,0.033,0.335
54.0,0.64,7.1,0.104,0.14
111.0,0.45,7.2,0.044,0.13
106.0,0.52,5.8,0.053,0.33
111.0,0.44,6.5,0.142,0.29
92.0,0.53,6.2,0.036,0.35
76.0,0.57,9.0,0.102,0.38
74.0,0.57,6.6,0.034,0.24
115.0,0.68,6.6,0.037,0.16
154.0,0.33,8.2,0.043,0.3
151.0,0.27,5.7,0.045,0.15
86.0,0.39,6.6,0.041,0.33
125.0,0.5,5.7,0.046,0.2
192.0,0.52,6.8,0.055,0.27
200.0,0.49,6.8,0.054,0.27
119.0,0.6,6.2,0.047,0.2
150.0,0.43,6.7,0.056,0.13
107.0,0.82,6.8,0.038,0.21
79.0,0.34,6.7,0.038,0.31
93.0,0.34,6.2,0.035,0.2
141.0,0.47,6.6,0.054,0.25
151.0,0.27,5.7,0.045,0.15
141.0,0.33,6.9,0.035,0.22
147.0,0.4,6.4,0.039,0.23
115.0,0.37,7.6,0.059,0.27
99.0,0.4,6.6,0.034,0.34
113.0,0.52,6.4,0.036,0.16
113.0,0.46,5.8,0.036,0.3
109.0,0.62,7.0,0.036,0.29
99.0,0.4,6.6,0.034,0.34
86.0,0.22,6.7,0.02,0.21
115.0,0.37,7.6,0.059,0.27
116.0,0.46,6.8,0.034,0.22
139.0,0.38,7.7,0.037,0.27
147.0,0.4,6.4,0.039,0.25
147.0,0.4,6.4,0.039,0.23
131.0,0.54,6.7,0.043,0.13
173.0,0.53,6.7,0.043,0.24
105.0,0.33,7.1,0.025,0.26
100.0,0.36,5.3,0.029,0.3
201.0,0.5,7.1,0.042,0.38
193.0,0.5,7.4,0.045,0.19
193.0,0.5,7.4,0.045,0.19
193.0,0.5,7.4,0.045,0.19
193.0,0.5,7.4,0.045,0.19
193.0,0.5,7.4,0.045,0.19
193.0,0.5,7.4,0.045,0.19
101.0,0.42,6.3,0.03,0.32
193.0,0.5,7.6,0.047,0.19
92.0,0.62,6.5,0.03,0.26
247.0,0.44,5.9,0.035,0.24
157.0,0.44,4.2,0.041,0.215
105.0,0.42,8.1,0.03,0.24
154.0,0.39,5.8,0.043,0.23
126.0,0.53,7.5,0.051,0.33
214.0,0.56,6.6,0.061,0.38
115.0,0.38,6.4,0.044,0.15
91.0,0.6,6.5,0.044,0.32
100.0,0.6,7.5,0.045,0.22
118.0,0.53,6.4,0.038,0.23
129.0,0.59,6.1,0.039,0.22
99.0,0.47,6.5,0.043,0.48
154.0,0.49,6.6,0.06,0.23
125.0,0.44,6.4,0.057,0.16
214.0,0.56,6.6,0.061,0.38
140.0,0.47,7.4,0.065,0.16
115.0,0.38,6.4,0.044,0.15
127.0,0.52,6.5,0.051,0.32
125.0,0.67,6.7,0.039,0.12
168.0,0.45,6.6,0.184,0.2
103.0,0.23,8.0,0.035,0.34
121.0,0.65,6.8,0.046,0.21
122.0,0.64,6.8,0.047,0.23
121.0,0.65,6.8,0.046,0.21
168.0,0.45,6.6,0.184,0.2
196.0,0.48,6.6,0.044,0.28
80.0,0.38,7.8,0.043,0.25
73.0,0.32,5.6,0.044,0.12
194.0,0.48,6.6,0.046,0.28
84.0,0.57,6.8,0.04,0.17
113.0,0.56,7.3,0.043,0.25
194.0,0.48,6.6,0.046,0.28
196.0,0.48,6.6,0.044,0.28
184.0,0.45,6.5,0.047,0.25
109.0,0.44,6.3,0.039,0.24
105.0,0.34,6.8,0.029,0.32
80.0,0.38,7.8,0.043,0.25
73.0,0.32,5.6,0.044,0.12
91.0,0.32,6.6,0.032,0.24
93.0,0.36,6.3,0.032,0.22
142.0,0.42,6.0,0.033,0.32
96.0,0.54,6.3,0.022,0.19
142.0,0.42,6.0,0.033,0.32
208.0,0.38,9.4,0.037,0.24
124.0,0.43,6.4,0.039,0.35
96.0,0.44,6.7,0.039,0.46
142.0,0.46,6.3,0.048,0.3
152.0,0.59,6.0,0.047,0.19
95.0,0.64,5.9,0.032,0.24
64.0,0.37,7.3,0.042,0.145
243.0,0.54,6.6,0.058,0.435
74.0,0.49,5.8,0.036,0.18
96.0,0.48,5.8,0.036,0.18
105.0,0.47,5.6,0.043,0.32
105.0,0.75,6.6,0.042,0.16
148.0,0.49,5.1,0.047,0.21
124.0,0.54,7.5,0.05,0.29
80.0,0.5,6.0,0.04,0.26
105.0,0.52,5.7,0.039,0.26
103.0,0.5,7.1,0.037,0.17
117.0,0.51,6.9,0.047,0.17
126.0,0.38,6.8,0.035,0.25
178.0,0.42,6.6,0.042,0.17
70.0,0.68,5.8,0.036,0.17
122.0,0.42,6.4,0.038,0.24
112.0,0.5,6.7,0.049,0.21
176.0,0.52,6.7,0.048,0.23
159.0,0.52,6.8,0.046,0.23
151.0,0.41,6.5,0.059,0.22
146.0,0.55,5.1,0.047,0.165
87.0,0.41,6.6,0.034,0.425
189.0,0.6,6.9,0.048,0.38
189.0,0.6,6.9,0.048,0.38
189.0,0.6,6.9,0.048,0.38
41.0,0.39,7.2,0.046,0.27
98.0,0.47,7.6,0.05,0.17
125.0,0.54,6.2,0.048,0.3
98.0,0.47,7.6,0.05,0.17
104.0,0.42,6.5,0.059,0.26
189.0,0.6,6.9,0.048,0.36
189.0,0.6,6.9,0.048,0.38
188.0,0.51,6.8,0.058,0.18
185.0,0.5,6.7,0.057,0.18
157.0,0.52,6.6,0.055,0.16
41.0,0.39,7.2,0.046,0.27
101.0,0.5,6.4,0.047,0.17
132.0,0.59,7.2,0.06,0.22
90.0,0.38,6.0,0.034,0.22
81.0,0.39,6.7,0.034,0.36
87.0,0.38,6.5,0.032,0.43
132.0,0.57,5.9,0.038,0.2
119.0,0.53,5.3,0.026,0.32
136.0,0.37,6.8,0.048,0.2
97.0,0.42,6.0,0.033,0.22
81.0,0.39,6.7,0.034,0.36
87.0,0.38,6.5,0.032,0.43
72.0,0.53,7.1,0.033,0.18
101.0,0.5,6.4,0.047,0.17
132.0,0.59,7.2,0.06,0.22
90.0,0.38,6.0,0.034,0.22
67.0,0.38,6.0,0.033,0.2
76.0,0.49,7.6,0.033,0.2
111.0,0.42,6.2,0.032,0.3
114.0,0.43,6.0,0.033,0.29
161.0,0.45,6.6,0.041,0.18
117.0,0.55,7.0,0.039,0.22
114.0,0.43,6.0,0.033,0.29
111.0,0.42,6.2,0.032,0.3
139.0,0.5,5.6,0.051,0.15
121.0,0.43,6.9,0.034,0.28
135.0,0.44,5.9,0.045,0.19
132.0,0.53,7.8,0.047,0.22
161.0,0.45,6.6,0.041,0.18
189.0,0.55,7.0,0.05,0.4
140.0,0.42,6.1,0.03,0.28
221.0,0.43,7.6,0.046,0.36
121.0,0.48,6.5,0.04,0.28
125.0,0.44,6.9,0.045,0.19
121.0,0.48,6.5,0.04,0.28
156.0,0.55,6.4,0.046,0.22
179.0,0.56,6.8,0.044,0.23
126.0,0.45,6.4,0.037,0.32
140.0,0.42,6.1,0.03,0.28
221.0,0.43,7.6,0.046,0.36
80.0,0.54,8.8,0.096,0.39
77.0,0.55,6.6,0.026,0.24
112.0,0.37,6.9,0.026,0.29
113.0,0.38,6.9,0.026,0.28
91.0,0.37,6.7,0.036,0.38
115.0,0.42,8.0,0.03,0.28
188.0,0.53,6.5,0.048,0.25
186.0,0.54,6.6,0.047,0.26
138.0,0.47,7.4,0.032,0.29
189.0,0.47,6.3,0.042,0.19
183.0,0.65,6.1,0.052,0.33
95.0,0.49,5.6,0.037,0.32
143.0,0.51,7.7,0.054,0.46
120.0,0.47,8.8,0.028,0.19
143.0,0.51,7.7,0.054,0.46
99.0,0.49,8.8,0.024,0.27
94.0,0.52,5.8,0.034,0.18
119.0,0.5,5.8,0.037,0.15
95.0,0.49,5.6,0.037,0.32
183.0,0.65,6.1,0.052,0.33
192.0,0.49,7.1,0.041,0.32
111.0,0.43,6.2,0.051,0.23
148.0,0.45,8.9,0.032,0.3
127.0,0.57,6.0,0.036,0.14
157.0,0.51,6.8,0.042,0.24
195.0,0.75,6.7,0.05,0.21
148.0,0.45,8.9,0.032,0.3
163.0,0.43,6.1,0.031,0.3
214.0,0.51,7.2,0.032,0.37
76.0,0.6,6.7,0.03,0.64
214.0,0.51,7.2,0.032,0.37
163.0,0.43,6.1,0.031,0.3
145.0,0.44,7.6,0.06,0.28
81.0,0.56,6.3,0.059,0.29
105.0,0.64,6.2,0.026,0.28
156.0,0.78,7.1,0.051,0.18
122.0,0.71,6.4,0.034,0.32
156.0,0.78,7.1,0.047,0.17
156.0,0.78,7.1,0.047,0.17
162.0,0.5,5.8,0.039,0.24
122.0,0.71,6.4,0.034,0.32
156.0,0.78,7.1,0.051,0.18
156.0,0.78,7.1,0.047,0.17
158.0,0.77,7.1,0.047,0.18
117.0,0.35,7.8,0.044,0.29
86.0,0.59,6.2,0.037,0.255
92.0,0.39,8.2,0.076,0.34
83.0,0.33,6.5,0.034,0.24
97.0,0.85,6.9,0.041,0.24
113.0,0.45,6.7,0.052,0.4
224.0,0.53,6.7,0.057,0.3
113.0,0.45,6.7,0.052,0.4
106.0,0.66,6.8,0.04,0.17
111.0,0.53,7.1,0.04,0.25
97.0,0.33,5.9,0.035,0.27
106.0,0.32,6.0,0.042,0.16
224.0,0.53,6.7,0.057,0.3
128.0,0.71,6.6,0.033,0.15
178.0,0.44,7.3,0.057,0.34
98.0,0.36,6.0,0.044,0.17
134.0,0.46,6.7,0.034,0.47
128.0,0.71,6.6,0.033,0.15
106.0,0.43,6.6,0.029,0.21
106.0,0.43,6.6,0.029,0.21
134.0,0.7,8.0,0.047,0.24
89.0,0.49,5.6,0.038,0.34
107.0,0.35,5.8,0.033,0.54
86.0,0.38,7.3,0.031,0.23
172.0,0.52,6.0,0.042,0.39
145.0,0.41,6.1,0.037,0.105
123.0,0.78,5.8,0.027,0.32
143.0,0.3,7.6,0.056,0.22
103.0,0.56,6.8,0.055,0.19
179.0,0.59,6.7,0.042,0.24
111.0,0.45,6.8,0.04,0.17
106.0,0.39,6.2,0.035,0.3
171.0,0.51,6.9,0.046,0.29
108.0,0.45,6.8,0.04,0.19
111.0,0.45,6.8,0.04,0.17
219.0,0.45,6.6,0.047,0.24
93.0,0.34,6.6,0.031,0.16
143.0,0.3,7.6,0.056,0.22
179.0,0.59,6.7,0.042,0.24
103.0,0.56,6.8,0.055,0.19
131.0,0.59,6.7,0.045,0.16
97.0,0.6,6.5,0.038,0.3
191.0,0.5,6.5,0.064,0.22
184.0,0.56,6.2,0.06,0.36
86.0,0.26,6.2,0.032,0.37
150.0,0.44,7.6,0.037,0.31
184.0,0.56,6.2,0.06,0.36
94.0,0.57,5.9,0.039,0.32
97.0,0.6,6.5,0.038,0.3
131.0,0.45,5.8,0.047,0.22
102.0,0.27,5.4,0.033,0.45
88.0,0.27,6.1,0.035,0.36
86.0,0.26,6.2,0.032,0.37
113.0,0.52,7.5,0.056,0.21
98.0,0.39,6.9,0.039,0.28
191.0,0.5,6.5,0.064,0.22
83.0,0.46,7.8,0.036,0.2
81.0,0.47,6.7,0.041,0.28
150.0,0.44,7.6,0.037,0.31
111.0,0.32,8.0,0.057,0.2
134.0,0.44,6.0,0.036,0.28
134.0,0.44,6.0,0.036,0.28
123.0,0.52,6.7,0.042,0.24
102.0,0.37,6.3,0.042,0.22
134.0,0.54,6.0,0.038,0.24
164.0,0.5,7.7,0.032,0.43
141.0,0.53,6.4,0.052,0.3
124.0,0.4,6.1,0.036,0.33
134.0,0.44,6.0,0.036,0.28
123.0,0.52,6.7,0.042,0.24
181.0,0.57,6.7,0.054,0.29
93.0,0.48,6.9,0.04,0.33
133.0,0.64,6.5,0.029,0.16
118.0,0.68,6.0,0.031,0.2
155.0,0.57,7.5,0.042,0.33
115.0,0.44,7.1,0.036,0.36
181.0,0.57,6.7,0.054,0.29
179.0,0.55,6.4,0.046,0.26
167.0,0.56,7.0,0.041,0.22
90.0,0.51,6.5,0.046,0.19
117.0,0.68,6.3,0.043,0.21
63.0,0.43,7.9,0.032,0.35
