total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity,type_encoded
146.0,0.72,6.3,0.043,0.13,1
137.0,0.42,5.7,0.079,0.255,1
103.0,0.42,6.9,0.03,0.32,1
131.0,0.46,6.9,0.052,0.28,1
103.0,0.42,6.9,0.03,0.32,1
137.0,0.42,5.7,0.079,0.255,1
160.0,0.45,6.6,0.037,0.41,1
240.0,0.45,7.3,0.048,0.37,1
80.0,0.46,6.9,0.021,0.21,1
132.0,0.46,6.6,0.028,0.24,1
207.0,0.49,6.8,0.043,0.28,1
135.0,0.59,6.6,0.034,0.24,1
132.0,0.46,6.6,0.028,0.24,1
80.0,0.36,7.0,0.032,0.16,1
56.0,0.45,7.0,0.026,0.14,1
185.0,0.49,6.3,0.035,0.34,1
154.0,0.52,6.8,0.043,0.26,1
182.0,0.44,6.7,0.038,0.17,1
227.0,0.5,6.5,0.039,0.27,1
206.0,0.5,6.7,0.037,0.25,1
104.0,0.56,5.8,0.014,0.3,1
106.0,0.37,6.4,0.156,0.28,1
174.0,0.5,7.7,0.053,0.3,1
171.0,0.52,6.8,0.062,0.18,1
171.0,0.52,6.8,0.062,0.18,1
171.0,0.52,6.8,0.062,0.18,1
171.0,0.52,6.8,0.062,0.18,1
171.0,0.52,6.8,0.062,0.18,1
171.0,0.52,6.8,0.062,0.18,1
89.0,0.43,5.1,0.039,0.14,1
171.0,0.52,6.8,0.062,0.18,1
154.0,0.48,7.2,0.068,0.615,1
132.0,0.42,6.9,0.05,0.13,1
152.0,0.64,6.7,0.059,0.34,1
144.0,0.55,7.3,0.038,0.32,1
147.0,0.38,6.3,0.048,0.21,1
107.0,0.88,5.4,0.028,0.5,1
167.0,0.39,8.2,0.042,0.52,1
208.0,0.64,7.8,0.046,0.28,1
115.0,0.7,6.4,0.023,0.22,1
208.0,0.64,7.8,0.046,0.28,1
185.0,0.6,6.9,0.034,0.32,1
132.0,0.74,6.8,0.042,0.11,1
185.0,0.61,6.2,0.031,0.26,1
115.0,0.7,6.4,0.023,0.22,1
107.0,0.63,6.7,0.025,0.3,1
107.0,0.63,6.7,0.025,0.3,1
28.0,0.36,7.1,0.019,0.2,1
157.0,0.49,7.2,0.028,0.2,1
202.0,0.46,8.9,0.024,0.26,1
209.0,0.46,7.5,0.024,0.25,1
28.0,0.36,7.1,0.019,0.2,1
177.0,0.67,6.3,0.053,0.27,1
219.0,0.5,6.5,0.038,0.3,1
107.0,0.63,6.7,0.025,0.3,1
140.0,0.4,6.6,0.05,0.36,1
80.0,0.47,6.15,0.021,0.21,1
129.0,0.72,6.5,0.039,0.18,1
129.0,0.72,6.5,0.039,0.18,1
129.0,0.72,6.5,0.039,0.18,1
126.0,0.38,6.6,0.026,0.26,1
150.0,0.47,6.6,0.063,0.35,1
144.0,0.38,6.5,0.041,0.28,1
140.0,0.4,6.6,0.05,0.36,1
126.0,0.38,6.6,0.026,0.26,1
129.0,0.72,6.5,0.039,0.18,1
80.0,0.47,6.15,0.021,0.21,1
159.0,0.42,4.5,0.033,0.19,1
136.0,0.51,8.0,0.033,0.24,1
128.0,0.41,7.8,0.029,0.17,1
219.0,0.46,7.0,0.03,0.24,1
197.0,0.43,5.8,0.044,0.6,1
109.0,0.36,5.9,0.027,0.445,1
100.0,0.39,6.7,0.012,0.28,1
186.0,0.45,6.8,0.065,0.44,1
174.0,0.44,7.2,0.034,0.24,1
191.0,0.88,8.7,0.044,0.31,1
87.0,0.47,8.2,0.062,0.32,1
174.0,0.44,7.2,0.034,0.24,1
191.0,0.88,8.7,0.044,0.31,1
104.0,0.53,7.5,0.023,0.13,1
84.0,0.55,9.2,0.034,0.14,1
89.0,0.61,7.4,0.028,0.2,1
158.0,0.37,6.1,0.042,0.15,1
91.0,0.8,7.6,0.066,0.23,1
151.0,0.47,8.1,0.047,0.33,1
178.0,0.44,7.15,0.119,0.17,1
113.0,0.44,6.7,0.048,0.12,1
71.0,0.68,5.7,0.046,0.18,1
127.0,0.51,5.8,0.037,0.15,1
144.0,0.54,6.6,0.057,0.23,1
178.0,0.44,7.15,0.119,0.17,1
162.0,0.53,7.0,0.066,0.34,1
146.0,0.4,6.4,0.069,0.68,1
80.0,0.34,7.3,0.018,0.22,1
148.0,0.46,6.4,0.042,0.28,1
303.0,0.57,6.9,0.081,0.4,1
204.0,0.69,6.8,0.034,0.19,1
196.0,0.78,7.1,0.039,0.23,1
129.0,0.69,6.45,0.05,0.14,1
158.0,0.7,6.5,0.052,0.15,1
73.0,0.41,7.1,0.033,0.15,1
156.0,0.48,6.7,0.067,0.33,1
178.0,0.56,7.2,0.041,0.3,1
110.0,0.65,7.0,0.043,0.23,1
86.0,0.39,8.0,0.033,0.13,1
91.0,0.45,6.2,0.03,0.21,1
122.0,0.49,8.3,0.05,0.4,1
142.0,0.41,5.9,0.03,0.34,1
131.0,0.45,6.6,0.039,0.12,1
120.0,1.0,9.6,0.039,0.655,1
179.0,0.49,6.8,0.046,0.26,1
142.0,0.41,5.9,0.03,0.34,1
142.0,0.41,5.9,0.03,0.3,1
120.0,0.36,7.0,0.049,0.15,1
24.0,0.36,7.9,0.037,0.37,1
120.0,0.66,7.2,0.032,0.35,1
120.0,0.66,7.2,0.033,0.32,1
93.0,0.68,7.6,0.031,0.1,1
150.0,0.31,6.2,0.03,0.25,1
144.0,0.4,7.1,0.042,0.31,1
110.0,0.42,7.6,0.041,0.18,1
119.0,0.33,8.0,0.029,0.17,1
149.0,0.59,7.2,0.061,0.19,1
136.0,0.44,7.6,0.03,0.32,1
144.0,0.4,7.1,0.042,0.31,1
128.0,0.48,6.6,0.026,0.21,1
98.0,0.37,7.0,0.029,0.16,1
119.0,0.33,8.0,0.029,0.17,1
187.0,0.46,6.6,0.042,0.24,1
149.0,0.59,7.2,0.061,0.19,1
110.0,0.42,7.6,0.041,0.18,1
124.0,0.5,6.9,0.041,0.3,1
108.0,0.36,6.2,0.03,0.28,1
166.0,0.54,6.9,0.024,0.31,1
143.0,0.54,6.7,0.036,0.23,1
108.0,0.36,6.2,0.03,0.28,1
121.0,0.38,5.7,0.025,0.23,1
182.0,0.49,6.5,0.048,0.22,1
104.0,0.5,7.0,0.043,0.18,1
166.0,0.54,6.9,0.024,0.31,1
124.0,0.5,6.9,0.041,0.3,1
72.0,0.6,6.5,0.027,0.46,1
133.0,0.41,6.5,0.038,0.23,1
133.0,0.41,6.5,0.038,0.23,1
133.0,0.41,6.5,0.038,0.23,1
201.0,0.38,6.6,0.17,0.26,1
200.0,0.38,6.7,0.171,0.26,1
209.0,0.63,7.5,0.045,0.28,1
133.0,0.41,6.5,0.038,0.23,1
189.0,0.48,6.8,0.044,0.23,1
184.0,0.75,7.8,0.044,0.25,1
184.0,0.75,7.8,0.044,0.25,1
155.0,0.43,5.6,0.049,0.2,1
182.0,0.46,6.4,0.045,0.21,1
189.0,0.48,6.8,0.044,0.23,1
188.0,0.5,6.8,0.043,0.24,1
179.0,0.6,7.8,0.04,0.25,1
184.0,0.75,7.8,0.044,0.25,1
143.0,0.4,6.8,0.046,0.16,1
69.0,0.54,5.2,0.028,0.28,1
160.0,0.38,7.5,0.029,0.18,1
92.0,0.38,7.5,0.027,0.26,1
171.0,0.8,8.2,0.043,0.37,1
101.0,0.62,7.6,0.03,0.4,1
129.0,0.56,7.5,0.038,0.26,1
160.0,0.38,7.5,0.029,0.18,1
153.0,0.42,6.9,0.045,0.23,1
91.0,0.5,5.3,0.036,0.2,1
121.0,0.46,6.5,0.041,0.17,1
213.0,0.51,6.5,0.051,0.35,1
79.0,0.69,6.5,0.035,0.29,1
190.0,0.51,6.8,0.06,0.3,1
173.0,0.53,7.9,0.051,0.51,1
135.0,0.51,7.9,0.049,0.51,1
79.0,0.69,6.5,0.035,0.29,1
141.0,0.49,7.1,0.048,0.29,1
213.0,0.51,6.5,0.051,0.35,1
121.0,0.46,6.5,0.041,0.17,1
95.0,0.47,7.4,0.047,0.2,1
131.0,0.34,6.9,0.067,0.615,1
100.0,0.47,6.8,0.034,0.32,1
145.0,0.42,6.3,0.048,0.2,1
131.0,0.34,6.9,0.067,0.615,1
165.0,0.72,8.0,0.048,0.23,1
45.0,0.4,6.7,0.034,0.27,1
45.0,0.4,6.7,0.034,0.27,1
99.0,0.53,6.7,0.032,0.44,1
142.0,0.45,7.0,0.045,0.34,1
127.0,0.55,7.3,0.057,0.26,1
170.0,0.9,5.8,0.045,0.17,1
127.0,0.55,7.3,0.057,0.26,1
170.0,0.9,5.8,0.045,0.17,1
108.0,0.66,6.8,0.036,0.17,1
138.0,0.46,7.1,0.025,0.43,1
70.0,0.4,5.8,0.026,0.315,1
28.0,0.32,5.9,0.027,0.17,1
240.0,0.48,6.6,0.082,0.34,1
240.0,0.52,8.6,0.059,0.33,1
97.0,0.46,5.6,0.038,0.12,1
103.0,0.47,5.8,0.039,0.13,1
144.0,0.54,7.7,0.055,0.18,1
148.0,0.54,7.7,0.054,0.16,1
154.0,0.51,6.0,0.06,0.26,1
163.0,0.42,7.3,0.05,0.32,1
119.0,0.34,7.7,0.048,0.3,1
152.0,0.37,7.9,0.05,0.16,1
118.0,0.37,6.4,0.028,0.27,1
95.0,0.59,6.9,0.034,0.16,1
152.0,0.37,7.9,0.05,0.16,1
119.0,0.34,7.7,0.048,0.3,1
163.0,0.42,7.3,0.05,0.32,1
228.0,0.54,6.4,0.048,0.44,1
135.0,0.66,6.3,0.052,0.2,1
138.0,0.37,6.2,0.026,0.29,1
93.0,0.6,7.6,0.035,0.39,1
131.0,0.33,7.0,0.045,0.36,1
131.0,0.33,7.0,0.045,0.36,1
135.0,0.33,7.0,0.045,0.36,1
111.0,0.54,7.6,0.043,0.2,1
93.0,0.6,7.6,0.035,0.39,1
103.0,0.45,6.7,0.025,0.2,1
117.0,0.44,6.2,0.036,0.235,1
160.0,0.69,7.8,0.074,0.965,1
211.0,0.59,7.1,0.053,0.2,1
211.0,0.59,7.1,0.053,0.2,1
211.0,0.59,7.1,0.053,0.2,1
157.0,0.5,6.4,0.083,0.24,1
70.0,0.41,8.0,0.034,0.3,1
157.0,0.5,6.4,0.083,0.24,1
176.0,0.54,6.9,0.066,0.4,1
178.0,0.53,6.9,0.065,0.4,1
211.0,0.59,7.1,0.053,0.2,1
189.0,0.49,6.6,0.047,0.25,1
183.0,0.51,6.8,0.046,0.26,1
107.0,0.53,6.5,0.033,0.37,1
151.0,0.4,6.8,0.053,0.35,1
83.0,0.55,6.4,0.028,0.22,1
107.0,0.53,6.5,0.033,0.37,1
151.0,0.4,6.8,0.053,0.35,1
114.0,0.45,6.9,0.036,0.31,1
125.0,0.51,6.7,0.036,0.16,1
189.0,0.49,6.6,0.047,0.25,1
183.0,0.51,6.8,0.046,0.26,1
79.0,0.39,5.6,0.038,0.15,1
99.0,0.38,5.5,0.031,0.15,1
83.0,0.55,6.4,0.028,0.22,1
123.0,0.44,7.3,0.04,0.2,1
148.0,0.46,7.5,0.038,0.17,1
151.0,0.46,7.5,0.039,0.18,1
184.0,0.5,7.0,0.042,0.27,1
153.0,0.73,5.8,0.049,0.32,1
100.0,0.47,7.8,0.025,0.26,1
128.0,0.66,7.4,0.03,0.3,1
109.0,0.58,6.7,0.026,0.16,1
153.0,0.73,5.8,0.049,0.32,1
71.0,0.38,6.7,0.032,0.19,1
72.0,0.39,6.6,0.038,0.36,1
126.0,0.49,7.2,0.052,0.17,1
71.0,0.38,6.7,0.032,0.19,1
148.0,0.34,6.0,0.052,0.11,1
123.0,0.42,6.0,0.042,0.21,1
120.0,0.38,6.7,0.152,0.325,1
241.0,0.6,6.6,0.056,0.4,1
150.0,0.44,6.5,0.044,0.2,1
56.0,0.48,7.6,0.04,0.27,1
172.0,0.53,7.2,0.047,0.26,1
161.0,0.5,6.3,0.048,0.25,1
196.0,0.48,6.5,0.053,0.22,1
138.0,0.35,6.4,0.034,0.14,1
138.0,0.35,6.4,0.034,0.14,1
170.0,0.37,7.1,0.044,0.26,1
140.0,0.4,6.6,0.05,0.22,1
186.0,0.44,6.6,0.064,0.45,1
73.0,0.58,6.6,0.031,0.17,1
112.0,0.37,7.2,0.048,0.44,1
117.0,0.38,6.2,0.041,0.15,1
161.0,0.5,6.3,0.048,0.25,1
196.0,0.48,6.5,0.053,0.22,1
154.0,0.5,7.3,0.05,0.26,1
82.0,0.58,6.9,0.033,0.15,1
89.0,0.36,5.8,0.034,0.22,1
92.0,0.38,6.5,0.036,0.37,1
98.0,0.39,5.5,0.036,0.375,1
92.0,0.45,5.9,0.047,0.2,1
90.0,0.47,5.9,0.046,0.22,1
97.0,0.42,8.0,0.049,0.22,1
87.0,0.56,6.5,0.028,0.22,1
82.0,0.58,6.9,0.033,0.15,1
86.0,0.42,5.8,0.035,0.2,1
144.0,0.42,6.6,0.033,0.31,1
210.0,0.64,7.7,0.169,0.43,1
136.0,0.52,6.7,0.053,0.24,1
86.0,0.56,7.3,0.052,0.23,1
154.0,0.43,7.9,0.041,0.2,1
101.0,0.59,5.3,0.028,0.16,1
101.0,0.4,6.4,0.047,0.21,1
143.0,0.43,6.9,0.027,0.33,1
129.0,0.6,5.6,0.034,0.18,1
96.0,0.6,6.6,0.027,0.29,1
143.0,0.43,6.9,0.027,0.33,1
113.0,0.68,6.6,0.034,0.21,1
144.0,0.52,7.3,0.037,0.21,1
101.0,0.4,6.4,0.047,0.21,1
90.0,0.52,5.1,0.028,0.11,1
76.0,0.41,6.5,0.036,0.15,1
101.0,0.59,5.3,0.028,0.16,1
115.0,0.5,5.6,0.032,0.19,1
129.0,0.6,5.6,0.034,0.18,1
121.0,0.53,6.7,0.021,0.48,1
128.0,0.28,6.2,0.018,0.23,1
108.0,0.34,6.0,0.028,0.17,1
121.0,0.53,6.7,0.021,0.48,1
84.0,0.53,6.7,0.037,0.15,1
161.0,0.89,4.2,0.029,0.17,1
95.0,0.94,5.8,0.045,0.21,1
121.0,0.99,5.4,0.03,0.23,1
84.0,0.53,6.7,0.037,0.15,1
135.0,0.38,6.4,0.04,0.22,1
162.0,0.4,6.5,0.045,0.15,1
138.0,0.42,5.9,0.027,0.32,1
88.0,0.39,5.7,0.029,0.37,1
64.0,0.49,7.9,0.039,0.25,1
94.0,0.43,7.2,0.033,0.21,1
125.0,0.39,7.0,0.039,0.24,1
81.0,0.53,6.8,0.047,0.475,1
114.0,0.64,7.0,0.032,0.28,1
87.0,0.45,6.9,0.033,0.4,1
101.0,0.41,6.6,0.042,0.41,1
84.0,0.55,6.4,0.032,0.2,1
25.0,0.37,8.5,0.04,0.22,1
132.0,0.39,8.4,0.032,0.36,1
138.0,0.34,5.2,0.035,0.285,1
148.0,0.35,6.9,0.041,0.2,1
234.0,0.5,6.7,0.054,0.42,1
153.0,0.86,6.2,0.038,0.16,1
180.0,0.57,6.4,0.054,0.44,1
218.0,0.54,7.0,0.055,0.31,1
234.0,0.5,6.7,0.054,0.42,1
78.0,0.38,8.6,0.032,0.18,1
150.0,0.46,6.2,0.05,0.21,1
97.0,0.58,6.1,0.031,0.16,1
92.0,0.59,6.5,0.028,0.22,1
81.0,0.52,5.7,0.035,0.21,1
114.0,0.58,6.4,0.034,0.25,1
157.0,0.46,7.6,0.073,0.31,1
183.0,0.45,6.6,0.047,0.26,1
81.0,0.52,5.7,0.035,0.21,1
73.0,0.52,6.2,0.031,0.2,1
73.0,0.52,6.2,0.031,0.18,1
170.0,0.48,6.1,0.031,0.37,1
155.0,0.5,6.2,0.036,0.36,1
92.0,0.59,6.5,0.028,0.22,1
199.0,0.38,7.7,0.046,0.18,1
81.0,0.54,6.9,0.041,0.14,1
81.0,0.54,6.9,0.041,0.14,1
128.0,0.39,6.0,0.053,0.44,1
118.0,0.45,7.1,0.033,0.36,1
65.0,0.52,5.7,0.019,0.28,1
118.0,0.41,6.4,0.038,0.16,1
92.0,0.46,7.4,0.032,0.28,1
202.0,0.57,6.7,0.054,0.39,1
137.0,0.32,6.5,0.014,0.44,1
131.0,0.49,6.9,0.029,0.22,1
118.0,0.5,6.6,0.046,0.22,1
196.0,0.5,7.7,0.038,0.25,1
59.0,0.84,5.2,0.028,0.155,1
140.0,0.31,7.0,0.036,0.31,1
140.0,0.31,7.0,0.036,0.31,1
118.0,0.5,6.6,0.046,0.22,1
147.0,0.95,5.6,0.041,0.21,1
59.0,0.84,5.2,0.028,0.155,1
192.0,0.5,6.4,0.038,0.25,1
131.0,0.49,6.9,0.029,0.22,1
66.0,0.4,5.3,0.028,0.21,1
89.0,0.3,7.1,0.023,0.27,1
68.0,0.41,5.2,0.03,0.17,1
196.0,0.5,7.7,0.038,0.25,1
98.0,0.38,7.0,0.039,0.12,1
98.0,0.38,7.0,0.039,0.12,1
128.0,0.4,7.1,0.036,0.29,1
111.0,0.61,7.2,0.022,0.3,1
173.0,0.47,6.8,0.037,0.26,1
98.0,0.38,7.0,0.039,0.12,1
128.0,0.4,7.1,0.036,0.29,1
150.0,0.59,4.9,0.016,0.33,1
107.0,0.37,5.1,0.026,0.29,1
107.0,0.37,5.1,0.026,0.29,1
182.0,0.45,6.8,0.049,0.26,1
139.0,0.36,6.0,0.078,0.28,1
108.0,0.55,6.0,0.042,0.28,1
101.0,0.53,7.2,0.044,0.2,1
109.0,0.54,6.1,0.041,0.27,1
108.0,0.55,6.0,0.042,0.28,1
79.0,0.6,6.4,0.036,0.29,1
123.0,0.44,7.4,0.042,0.35,1
86.0,0.55,8.1,0.034,0.12,1
94.0,0.56,6.4,0.031,0.12,1
101.0,0.53,7.2,0.044,0.2,1
90.0,0.54,7.3,0.016,0.4,1
114.0,0.59,7.7,0.04,0.11,1
114.0,0.54,6.9,0.03,0.23,1
94.0,0.48,6.9,0.112,0.38,1
113.0,0.48,7.5,0.021,0.38,1
128.0,0.6,5.8,0.044,0.19,1
119.0,0.49,5.5,0.021,0.34,1
118.0,0.54,6.6,0.051,0.23,1
118.0,0.54,6.6,0.051,0.23,1
148.0,0.32,8.4,0.021,0.31,1
76.0,0.44,6.7,0.025,0.2,1
148.0,0.32,8.4,0.021,0.31,1
112.0,0.43,7.3,0.05,0.26,1
128.0,0.46,6.3,0.039,0.22,1
118.0,0.54,6.6,0.051,0.23,1
110.0,0.52,7.5,0.056,0.19,1
162.0,0.47,8.0,0.045,0.14,1
124.0,0.35,6.8,0.026,0.32,1
131.0,0.51,6.6,0.044,0.23,1
131.0,0.51,6.6,0.044,0.23,1
123.0,0.3,6.7,0.034,0.36,1
113.0,0.31,6.1,0.016,0.38,1
97.0,0.39,8.5,0.033,0.23,1
213.0,0.57,7.0,0.05,0.2,1
180.0,0.34,6.0,0.029,0.26,1
28.0,0.32,6.9,0.037,0.3,1
115.0,0.45,6.7,0.039,0.18,1
115.0,0.45,6.7,0.039,0.18,1
113.0,0.45,6.8,0.039,0.18,1
103.0,0.52,7.2,0.034,0.19,1
184.0,0.41,6.2,0.036,0.16,1
178.0,0.31,5.0,0.032,0.27,1
152.0,0.46,6.3,0.034,0.37,1
130.0,0.44,6.6,0.038,0.2,1
113.0,0.45,6.8,0.039,0.18,1
113.0,0.45,6.8,0.039,0.18,1
119.0,0.37,6.6,0.037,0.28,1
111.0,0.5,6.5,0.034,0.35,1
158.0,0.58,6.9,0.035,0.25,1
112.0,0.64,6.0,0.025,0.32,1
113.0,0.45,6.8,0.039,0.18,1
115.0,0.45,6.7,0.039,0.18,1
130.0,0.44,6.6,0.038,0.2,1
152.0,0.46,6.3,0.034,0.37,1
103.0,0.52,7.2,0.034,0.19,1
111.0,0.51,6.3,0.034,0.18,1
156.0,0.36,6.9,0.037,0.3,1
184.0,0.41,6.2,0.036,0.16,1
178.0,0.31,5.0,0.032,0.27,1
173.0,0.3,5.0,0.03,0.3,1
221.0,0.64,6.5,0.054,0.2,1
218.0,0.53,6.7,0.061,0.25,1
105.0,0.47,6.6,0.029,0.22,1
93.0,0.45,6.8,0.026,0.25,1
105.0,0.55,7.0,0.042,0.13,1
67.0,0.38,7.0,0.04,0.45,1
104.0,0.44,7.2,0.02,0.32,1
105.0,0.55,7.0,0.042,0.13,1
135.0,0.34,5.9,0.035,0.34,1
121.0,0.39,6.8,0.037,0.22,1
104.0,0.44,7.2,0.02,0.32,1
46.0,0.34,8.4,0.029,0.32,1
88.0,0.48,6.8,0.046,0.27,1
133.0,0.38,8.0,0.05,0.74,1
67.0,0.38,7.0,0.04,0.45,1
105.0,0.55,7.0,0.042,0.13,1
152.0,0.63,5.4,0.045,0.22,1
118.0,0.34,8.4,0.024,0.22,1
150.0,0.45,7.4,0.035,0.32,1
138.0,0.55,7.5,0.05,0.18,1
142.0,0.48,7.1,0.024,0.47,1
142.0,0.48,7.1,0.024,0.47,1
124.0,0.41,5.8,0.042,0.19,1
92.0,0.49,6.7,0.036,0.14,1
185.0,0.5,6.8,0.045,0.24,1
156.0,0.55,6.9,0.042,0.25,1
85.0,0.5,6.0,0.026,0.24,1
189.0,0.58,6.8,0.054,0.29,1
170.0,0.57,6.3,0.037,0.33,1
104.0,0.52,6.5,0.027,0.23,1
196.0,0.4,6.3,0.044,0.27,1
130.0,0.35,6.3,0.045,0.2,1
173.0,0.57,6.2,0.037,0.33,1
170.0,0.57,6.3,0.037,0.33,1
114.0,0.43,7.2,0.154,0.21,1
144.0,0.53,6.0,0.044,0.27,1
99.0,0.57,5.7,0.034,0.12,1
112.0,0.34,6.9,0.027,0.24,1
167.0,0.44,7.7,0.041,0.18,1
132.0,0.56,7.1,0.023,0.17,1
199.0,0.57,7.5,0.126,0.33,1
272.0,0.53,6.2,0.039,0.255,1
199.0,0.57,7.5,0.126,0.33,1
175.0,0.43,5.6,0.043,0.2,1
102.0,0.47,7.6,0.042,0.17,1
73.0,0.43,5.8,0.036,0.15,1
116.0,0.4,6.3,0.024,0.25,1
55.0,0.4,6.9,0.016,0.28,1
114.0,0.84,7.2,0.026,0.27,1
208.0,0.46,6.2,0.045,0.25,1
58.0,0.5,8.5,0.026,0.19,1
176.0,0.7,6.2,0.046,0.25,1
176.0,0.7,6.2,0.046,0.25,1
110.0,0.59,6.8,0.03,0.28,1
176.0,0.7,6.2,0.046,0.25,1
183.0,0.48,7.4,0.038,0.21,1
120.0,0.42,7.0,0.045,0.15,1
183.0,0.48,7.4,0.038,0.21,1
142.0,0.43,7.3,0.033,0.28,1
111.0,0.49,6.1,0.033,0.18,1
76.0,0.5,7.0,0.029,0.53,1
110.0,0.59,6.8,0.03,0.28,1
82.0,0.43,6.5,0.028,0.36,1
163.0,0.59,7.5,0.041,0.25,1
122.0,0.43,6.7,0.039,0.24,1
141.0,0.6,6.6,0.042,0.25,1
87.0,0.46,6.4,0.042,0.15,1
115.0,0.43,6.3,0.039,0.28,1
208.0,0.46,6.2,0.045,0.25,1
91.0,0.33,7.1,0.028,0.28,1
125.0,0.81,6.6,0.032,0.35,1
58.0,0.5,8.5,0.026,0.19,1
176.0,0.7,6.2,0.046,0.25,1
102.0,0.42,6.0,0.029,0.35,1
94.0,0.52,5.8,0.024,0.31,1
78.0,0.72,6.6,0.03,0.17,1
88.0,0.42,8.5,0.036,0.23,1
94.0,0.52,5.8,0.024,0.31,1
201.0,0.44,6.1,0.041,0.2,1
76.0,0.39,6.3,0.024,0.37,1
89.0,0.33,6.2,0.031,0.36,1
78.0,0.72,6.6,0.03,0.17,1
183.0,0.51,6.3,0.04,0.28,1
152.0,0.53,7.6,0.043,0.27,1
118.0,0.48,7.0,0.045,0.25,1
18.0,0.54,9.7,0.032,0.24,1
18.0,0.54,9.7,0.032,0.24,1
102.0,0.6,6.8,0.034,0.13,1
133.0,0.48,6.6,0.045,0.78,1
129.0,0.39,5.1,0.022,0.33,1
111.0,0.48,6.7,0.033,0.34,1
124.0,0.54,6.7,0.028,0.14,1
84.0,0.34,7.0,0.038,0.26,1
113.0,0.38,6.5,0.04,0.29,1
118.0,0.48,7.0,0.045,0.25,1
130.0,0.48,7.6,0.047,0.21,1
159.0,0.5,7.7,0.045,0.26,1
152.0,0.53,7.6,0.043,0.27,1
169.0,0.57,7.7,0.047,0.25,1
151.0,0.53,7.6,0.047,0.35,1
203.0,0.57,6.9,0.054,0.3,1
111.0,0.62,6.7,0.033,0.24,1
98.0,0.43,6.5,0.036,0.23,1
129.0,0.7,7.6,0.043,0.23,1
126.0,0.47,6.5,0.052,0.24,1
117.0,0.43,6.3,0.04,0.17,1
117.0,0.43,6.3,0.04,0.17,1
89.0,0.5,6.7,0.034,0.21,1
98.0,0.43,6.5,0.036,0.23,1
147.0,0.64,5.9,0.031,0.28,1
21.0,0.31,5.9,0.027,0.19,1
206.0,0.47,6.2,0.049,0.25,1
129.0,0.7,7.6,0.043,0.23,1
103.0,0.37,5.6,0.03,0.18,1
86.0,0.44,5.5,0.037,0.18,1
126.0,0.47,6.5,0.052,0.24,1
150.0,0.46,7.4,0.052,0.23,1
128.0,0.46,7.2,0.059,0.17,1
98.0,0.65,7.6,0.043,0.3,1
100.0,0.62,5.0,0.039,0.24,1
122.0,0.43,6.1,0.039,0.21,1
148.0,0.43,6.5,0.047,0.33,1
198.0,0.49,6.3,0.061,0.35,1
117.0,0.43,6.3,0.04,0.17,1
121.0,0.4,6.6,0.034,0.25,1
114.0,0.44,6.5,0.043,0.16,1
221.0,0.51,6.6,0.057,0.39,1
103.0,0.39,5.6,0.04,0.19,1
135.0,0.4,6.2,0.051,0.25,1
115.0,0.51,6.9,0.042,0.22,1
126.0,0.42,6.2,0.045,0.19,1
221.0,0.51,6.6,0.057,0.39,1
34.0,0.36,5.9,0.038,0.33,1
140.0,0.4,7.8,0.045,0.17,1
103.0,0.39,5.5,0.04,0.19,1
130.0,0.43,6.2,0.039,0.23,1
130.0,0.43,6.2,0.039,0.23,1
130.0,0.43,6.2,0.039,0.23,1
154.0,0.47,7.2,0.038,0.32,1
130.0,0.43,6.2,0.039,0.23,1
154.0,0.47,7.2,0.038,0.32,1
88.0,0.45,5.8,0.027,0.39,1
130.0,0.43,6.2,0.039,0.23,1
294.0,0.43,7.6,0.035,0.25,1
88.0,0.42,5.8,0.029,0.29,1
109.0,0.46,7.2,0.03,0.4,1
133.0,0.44,6.8,0.02,0.39,1
124.0,0.47,6.1,0.033,0.17,1
133.0,0.44,6.8,0.02,0.39,1
114.0,0.49,7.1,0.019,0.36,1
130.0,0.39,6.9,0.042,0.19,1
80.0,0.54,6.5,0.023,0.34,1
124.0,0.47,6.1,0.033,0.17,1
133.0,0.44,6.8,0.02,0.39,1
114.0,0.49,7.1,0.019,0.36,1
198.0,0.66,7.8,0.024,0.3,1
123.0,0.45,6.1,0.037,0.68,1
133.0,0.41,5.2,0.031,0.34,1
118.0,0.43,5.6,0.034,0.28,1
82.0,0.36,6.2,0.019,0.19,1
113.0,0.58,5.7,0.043,0.16,1
147.0,0.41,7.6,0.036,0.17,1
87.0,0.35,7.3,0.048,0.2,1
116.0,0.31,6.7,0.042,0.33,1
124.0,0.32,6.7,0.036,0.33,1
125.0,0.32,6.9,0.038,0.36,1
140.0,0.31,7.8,0.039,0.21,1
87.0,0.35,7.3,0.048,0.2,1
154.0,0.4,5.6,0.05,0.41,1
98.0,0.44,7.6,0.051,0.15,1
106.0,0.35,8.5,0.046,0.2,1
90.0,0.36,6.5,0.027,0.24,1
107.0,0.37,8.3,0.025,0.16,1
131.0,0.45,5.5,0.038,0.12,1
90.0,0.36,6.5,0.027,0.24,1
76.0,0.56,6.2,0.04,0.1,1
115.0,0.43,6.5,0.041,0.21,1
70.0,0.56,8.7,0.046,0.3,1
125.0,0.37,6.7,0.027,0.18,1
123.0,0.5,7.0,0.055,0.17,1
148.0,0.36,6.6,0.035,0.19,1
114.0,0.6,5.8,0.026,0.28,1
146.0,0.37,7.6,0.037,0.24,1
107.0,0.37,8.3,0.025,0.16,1
131.0,0.45,5.5,0.038,0.12,1
